"biosphere","id","river","site","weather","other_weather","start_comment","dissolved_oxygen_ppm","dissolved_oxygen_percent","time","nitrate","phosphate","salinity_ppt","salinity_percent","tds","electrical_conductivity","ph","irrigation_suitability","air_temperature","latitude","longitude","altitude_m","location_accuracy_m","datetime","date","flag_ph","flag_do_ppm","flag_do_percent","flag_ec","flag_temp","any_flag"
"Kruger 2 Canyons BR","Olifants Oli001 US","Olifants","Oli001 US","sunny","","",NA,72.74,"10/10/2024 08:04",NA,NA,NA,NA,NA,557,7.37,"pH reading indicates the water is suitable for irrigation",23.1,-24.4241029,30.5556736,550.8,4.2,2024-10-10 08:04:00,2024-10-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 2","Treur River","Site 2","sunny","","",NA,NA,"10/10/2024 07:53",NA,NA,NA,NA,NA,72.8,8.3,"pH reading indicates the water is suitable for irrigation",20.2,-24.68773,30.81276667,1149.1,3.4,2024-10-10 07:53:00,2024-10-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 1","Treur River","Site 1","sunny","","",NA,NA,"10/10/2024 08:31",NA,NA,NA,NA,NA,75.4,8.02,"pH reading indicates the water is suitable for irrigation",22.3,-24.67534667,30.81156333,1112.6,3.9,2024-10-10 08:31:00,2024-10-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 1","Motlamogatsana","Site 1","sunny","","",9.82,20.8,"10/10/2024 09:07",NA,NA,NA,NA,NA,134.3,10.85,"pH reading indicates the water is NOT suitable for irrigation",23.1,-24.6530399,31.039854,589.9,4.7,2024-10-10 09:07:00,2024-10-10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Motlamogatsana Site 3","Motlamogatsana","Site 3","sunny","","",9.66,21.8,"10/10/2024 09:45",NA,NA,NA,NA,NA,143.6,10.55,"pH reading indicates the water is NOT suitable for irrigation",22.2,-24.6540589,31.0441493,603.1,4.232,2024-10-10 09:45:00,2024-10-10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Moremela site 1 Moremela site 1","Moremela site 1","Moremela site 1","sunny","","",NA,NA,"10/14/2024 08:21",NA,NA,NA,NA,NA,336,8.19,"pH reading indicates the water is suitable for irrigation",19.2,-24.66405333,30.79543167,1143.1,2.4,2024-10-14 08:21:00,2024-10-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 2 Moremela site 2","Moremela site 2","Moremela site 2","sunny","","",NA,NA,"10/14/2024 09:21",NA,NA,NA,NA,NA,302,8.17,"pH reading indicates the water is suitable for irrigation",22.6,-24.67615667,30.80347,1111.6,2.4,2024-10-14 09:21:00,2024-10-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","cloudy","","",NA,NA,"10/16/2024 08:08",NA,NA,NA,NA,NA,259,8.01,"pH reading indicates the water is suitable for irrigation",18.57,-24.68005333,30.80200167,1104.8,3.4,2024-10-16 08:08:00,2024-10-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde River site 2","Blyde river","Blyde River site 2","cloudy","","",1,NA,"10/16/2024 08:51",NA,NA,NA,NA,NA,188.5,7.85,"pH reading indicates the water is suitable for irrigation",18.9,-24.679025,30.8024,1101,3.4,2024-10-16 08:51:00,2024-10-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Marico BR","Groot Marico River Riverstill","Groot Marico River","Riverstill","partly_cloudy","","",74,27,"10/15/2024 12:40",NA,NA,NA,NA,NA,125,8,"pH reading indicates the water is suitable for irrigation",25,-25.6415936,26.4317897,1140.3,4.95,2024-10-15 12:40:00,2024-10-15,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Marico BR","Groot Marico River Up The Greeg","Groot Marico River","Up The Greeg","partly_cloudy","","",6.68,72,"10/15/2024 13:53",NA,NA,NA,NA,NA,254,7.98,"pH reading indicates the water is suitable for irrigation",23,-25.6382254,26.4089703,1149.9,4.94,2024-10-15 13:53:00,2024-10-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Kla001","Motlamogatsana","Kla001","sunny","","",1.65,20.6,"10/14/2024 08:58",NA,NA,NA,NA,NA,75.8,11,"pH reading indicates the water is NOT suitable for irrigation",20.8,-24.607252,30.9578931,684.1,4.8,2024-10-14 08:58:00,2024-10-14,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Motlamogatsana Site 1","Motlamogatsana","Site 1","sunny","","",NA,NA,"10/14/2024 09:59",NA,NA,NA,NA,NA,78.9,12.43,"pH reading indicates the water is NOT suitable for irrigation",22.8,-24.6058867,30.9703232,684.3,4.84,2024-10-14 09:59:00,2024-10-14,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 2","Klaserie","Site 2","sunny","","",NA,NA,"10/14/2024 10:31",NA,NA,NA,NA,NA,81.3,12.94,"pH reading indicates the water is NOT suitable for irrigation",23.3,-24.6045379,30.9730348,673.9,4.573,2024-10-14 10:31:00,2024-10-14,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 3","Klaserie","Site 3","sunny","","",NA,NA,"10/14/2024 10:51",NA,NA,NA,NA,NA,82.7,8.76,"pH reading indicates the water is NOT suitable for irrigation",22.9,-24.6044131,30.9754154,671.5,4.975,2024-10-14 10:51:00,2024-10-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 1","Treur River","Site 1","cloudy","","",NA,NA,"10/17/2024 08:48",NA,NA,NA,NA,NA,75.8,7.59,"pH reading indicates the water is suitable for irrigation",19.8,-24.67535,30.81163167,1093,2.3,2024-10-17 08:48:00,2024-10-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 2","Treur River","Site 2","cloudy","","",NA,NA,"10/17/2024 07:52",NA,NA,NA,NA,NA,73.8,7.7,"pH reading indicates the water is suitable for irrigation",19.6,-24.68770667,30.81283667,1145.6,3.5,2024-10-17 07:52:00,2024-10-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Marico BR","Groot Marico River Up The Creek","Groot Marico River","Up The Creek","sunny","","",0.99,13.7,"10/19/2024 09:45",NA,NA,NA,NA,NA,277,8.55,"pH reading indicates the water is NOT suitable for irrigation",22,-25.638216,26.408874,1119.8,4.6,2024-10-19 09:45:00,2024-10-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 1","Motlamogatsana","Site 1","partly_cloudy","","",NA,NA,"10/17/2024 09:22",NA,NA,NA,NA,NA,150.3,8.68,"pH reading indicates the water is NOT suitable for irrigation",21.2,-24.653175,31.0397876,602.5,4.15,2024-10-17 09:22:00,2024-10-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 3","Motlamogatsana","Site 3","sunny","","",NA,NA,"10/17/2024 09:50",NA,NA,NA,NA,NA,151.8,11.41,"pH reading indicates the water is NOT suitable for irrigation",22.3,-24.6540739,31.0441601,600.5,4.75,2024-10-17 09:50:00,2024-10-17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 1","Klaserie","Site 1","sunny","","",13.23,NA,"10/07/2024 12:41",NA,NA,NA,NA,NA,149.1,10.96,"pH reading indicates the water is NOT suitable for irrigation",19.2,-24.65415,31.044215,613.7,5,2024-10-07 12:41:00,2024-10-07,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 1","Klaserie","Site 1","sunny","","",9.53,NA,"10/07/2024 13:02",NA,NA,NA,NA,NA,78.5,10.18,"pH reading indicates the water is NOT suitable for irrigation",23.1,-24.6059435,30.9703537,678.3,4.8,2024-10-07 13:02:00,2024-10-07,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 2","Klaserie","Site 2","sunny","","",9.32,NA,"10/07/2024 13:20",NA,NA,NA,NA,NA,80.7,10.11,"pH reading indicates the water is NOT suitable for irrigation",24,-24.6045026,30.9729922,672.9,3.233,2024-10-07 13:20:00,2024-10-07,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 3","Klaserie","Site 3","sunny","","",9.31,NA,"10/07/2024 13:43",NA,NA,NA,NA,NA,79.8,10.43,"pH reading indicates the water is NOT suitable for irrigation",23.3,-24.6044124,30.9753346,678.5,4.72,2024-10-07 13:43:00,2024-10-07,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Moetladimo Moe001 US","Moetladimo","Moe001 US","light_rain","","",NA,NA,"10/22/2024 09:20",NA,NA,NA,NA,NA,135.3,6.95,"pH reading indicates the water is suitable for irrigation",21.4,-24.2663352,30.4492764,618.1,4.866,2024-10-22 09:20:00,2024-10-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Site 1","Moetladimo","Site 1","cloudy","","",NA,NA,"10/22/2024 10:20",NA,NA,NA,NA,NA,117.1,6.99,"pH reading indicates the water is suitable for irrigation",22.9,-24.2585135,30.4536759,616.5,4.3,2024-10-22 10:20:00,2024-10-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
